module	path	proposed_tier	confidence	source_markers	reusable_markers	public_declaration_count	direct_project_imports	required_action	proposed_canonical_family	cross_lane_dependency	rationale
NumStability.Algorithms.Cholesky.Higham1029Source	NumStability/Algorithms/Cholesky/Higham1029Source.lean	source	high	name_locator=Higham1029;name_process_word=;located_declarations=16;declarations=17;doc_numbered_refs=1;doc_higham_refs=5;doc_book_refs=6;doc_display_refs=9;source_tier_imports=0	neutral_public_declarations=1;public_declarations=17;definitional_declarations=3;doc_generality_refs=1;reusable_tier_imports=1	17	1	plan_source_extraction	NumStability.Source.Higham.Chapter10	none	Numbered Higham Chapter 10 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 16 of 17 public declarations carry a numbered locator or source process word (for example higham10_29_rowGram_eq_colGram). Proposed canonical destination NumStability.Source.Higham.Chapter10 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.Cholesky.Higham10Problem10_3	NumStability/Algorithms/Cholesky/Higham10Problem10_3.lean	source	high	name_locator=Higham10;name_process_word=;located_declarations=1;declarations=1;doc_numbered_refs=4;doc_higham_refs=3;doc_book_refs=2;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=1;definitional_declarations=0;doc_generality_refs=1;reusable_tier_imports=1	1	1	plan_source_extraction	NumStability.Source.Higham.Chapter10	none	Numbered Higham Chapter 10 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 1 of 1 public declarations carry a numbered locator or source process word (for example higham10_problem10_3_anyOrder_sqrt). Proposed canonical destination NumStability.Source.Higham.Chapter10 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.Cholesky.Higham11BunchActualSharpGrowthClosure	NumStability/Algorithms/Cholesky/Higham11BunchActualSharpGrowthClosure.lean	source	medium	name_locator=Higham11;name_process_word=Actual;located_declarations=7;declarations=24;doc_numbered_refs=5;doc_higham_refs=3;doc_book_refs=4;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=17;public_declarations=24;definitional_declarations=7;doc_generality_refs=0;reusable_tier_imports=2	24	2	plan_source_extraction	NumStability.Source.Higham.Chapter11	CH11_BLOCKED_ON_CH09_INTEGRATION	Numbered Higham Chapter 11 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 7 of 24 public declarations carry a numbered locator or source process word (for example Higham11WholeBlockHadamard). Proposed canonical destination NumStability.Source.Higham.Chapter11 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.Cholesky.Higham11BunchExactTrace	NumStability/Algorithms/Cholesky/Higham11BunchExactTrace.lean	source	high	name_locator=Higham11;name_process_word=;located_declarations=18;declarations=32;doc_numbered_refs=6;doc_higham_refs=1;doc_book_refs=6;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=13;public_declarations=31;definitional_declarations=13;doc_generality_refs=0;reusable_tier_imports=1	31	1	plan_source_extraction	NumStability.Source.Higham.Chapter11	CH11_BLOCKED_ON_CH09_INTEGRATION	Numbered Higham Chapter 11 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 18 of 31 public declarations carry a numbered locator or source process word (for example Higham11BunchMatrix). Proposed canonical destination NumStability.Source.Higham.Chapter11 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanActualSelector	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanActualSelector.lean	source	high	name_locator=Higham11;name_process_word=Actual;located_declarations=25;declarations=25;doc_numbered_refs=8;doc_higham_refs=1;doc_book_refs=4;doc_display_refs=1;source_tier_imports=0	neutral_public_declarations=0;public_declarations=25;definitional_declarations=12;doc_generality_refs=0;reusable_tier_imports=2	25	2	plan_source_extraction	NumStability.Source.Higham.Chapter11	CH11_BLOCKED_ON_CH09_INTEGRATION	Numbered Higham Chapter 11 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 25 of 25 public declarations carry a numbered locator or source process word (for example higham11_2_firstIndex). Proposed canonical destination NumStability.Source.Higham.Chapter11 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanExactGrowth	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExactGrowth.lean	source	medium	name_locator=Higham11;name_process_word=;located_declarations=1;declarations=21;doc_numbered_refs=8;doc_higham_refs=5;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=7;public_declarations=8;definitional_declarations=0;doc_generality_refs=0;reusable_tier_imports=3	8	3	plan_source_extraction	NumStability.Source.Higham.Chapter11	CH11_BLOCKED_ON_CH09_INTEGRATION	Numbered Higham Chapter 11 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 1 of 8 public declarations carry a numbered locator or source process word (for example higham11_4_exactArithmeticBunchKaufmanMaxEntryNorm_productBound). Proposed canonical destination NumStability.Source.Higham.Chapter11 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanExactGrowthArithmetic	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExactGrowthArithmetic.lean	source	high	name_locator=Higham11;name_process_word=;located_declarations=4;declarations=5;doc_numbered_refs=4;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=1;public_declarations=5;definitional_declarations=2;doc_generality_refs=0;reusable_tier_imports=1	5	1	plan_source_extraction	NumStability.Source.Higham.Chapter11	CH11_BLOCKED_ON_CH09_INTEGRATION	Numbered Higham Chapter 11 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 4 of 5 public declarations carry a numbered locator or source process word (for example higham11_2_bunchKaufmanExactArithmeticFP). Proposed canonical destination NumStability.Source.Higham.Chapter11 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanExactTrace	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExactTrace.lean	source	high	name_locator=Higham11;name_process_word=;located_declarations=23;declarations=34;doc_numbered_refs=8;doc_higham_refs=2;doc_book_refs=5;doc_display_refs=4;source_tier_imports=0	neutral_public_declarations=11;public_declarations=33;definitional_declarations=13;doc_generality_refs=0;reusable_tier_imports=3	33	3	plan_source_extraction	NumStability.Source.Higham.Chapter11	CH11_BLOCKED_ON_CH09_INTEGRATION	Numbered Higham Chapter 11 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 22 of 33 public declarations carry a numbered locator or source process word (for example Higham11BunchKaufmanMatrix). Proposed canonical destination NumStability.Source.Higham.Chapter11 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanExplicitInverseSolve	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExplicitInverseSolve.lean	source	high	name_locator=Higham11;name_process_word=;located_declarations=18;declarations=25;doc_numbered_refs=3;doc_higham_refs=7;doc_book_refs=3;doc_display_refs=3;source_tier_imports=0	neutral_public_declarations=2;public_declarations=20;definitional_declarations=8;doc_generality_refs=0;reusable_tier_imports=3	20	3	plan_source_extraction	NumStability.Source.Higham.Chapter11	CH11_BLOCKED_ON_CH09_INTEGRATION	Numbered Higham Chapter 11 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 18 of 20 public declarations carry a numbered locator or source process word (for example higham11_2_flExplicitInverseScaledA). Proposed canonical destination NumStability.Source.Higham.Chapter11 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanExplicitInverseTerminalClosedForm	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExplicitInverseTerminalClosedForm.lean	source	high	name_locator=Higham11;name_process_word=;located_declarations=5;declarations=7;doc_numbered_refs=3;doc_higham_refs=2;doc_book_refs=3;doc_display_refs=2;source_tier_imports=0	neutral_public_declarations=1;public_declarations=6;definitional_declarations=0;doc_generality_refs=1;reusable_tier_imports=2	6	2	plan_source_extraction	NumStability.Source.Higham.Chapter11	CH11_BLOCKED_ON_CH09_INTEGRATION	Numbered Higham Chapter 11 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 5 of 6 public declarations carry a numbered locator or source process word (for example computedSolve_backward_error_normwise_forty_actual_explicitInverse_dimension). Proposed canonical destination NumStability.Source.Higham.Chapter11 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedAccumulated	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedAccumulated.lean	source	high	name_locator=Higham11;name_process_word=;located_declarations=52;declarations=52;doc_numbered_refs=1;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=52;definitional_declarations=7;doc_generality_refs=1;reusable_tier_imports=1	52	1	plan_source_extraction	NumStability.Source.Higham.Chapter11	CH11_BLOCKED_ON_CH09_INTEGRATION	Numbered Higham Chapter 11 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 52 of 52 public declarations carry a numbered locator or source process word (for example higham11_2_blockOneL). Proposed canonical destination NumStability.Source.Higham.Chapter11 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedBridge	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedBridge.lean	source	high	name_locator=Higham11;name_process_word=Bridge;located_declarations=13;declarations=13;doc_numbered_refs=3;doc_higham_refs=2;doc_book_refs=3;doc_display_refs=9;source_tier_imports=0	neutral_public_declarations=0;public_declarations=13;definitional_declarations=4;doc_generality_refs=0;reusable_tier_imports=1	13	1	plan_source_extraction	NumStability.Source.Higham.Chapter11	CH11_BLOCKED_ON_CH09_INTEGRATION	Numbered Higham Chapter 11 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 13 of 13 public declarations carry a numbered locator or source process word (for example higham11_5_twoByTwoAbsRow). Proposed canonical destination NumStability.Source.Higham.Chapter11 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Algorithms.Cholesky.Higham11BunchKaufmanRoundedClosure	NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedClosure.lean	source	high	name_locator=Higham11;name_process_word=Closure;located_declarations=30;declarations=30;doc_numbered_refs=2;doc_higham_refs=2;doc_book_refs=0;doc_display_refs=7;source_tier_imports=0	neutral_public_declarations=0;public_declarations=30;definitional_declarations=9;doc_generality_refs=1;reusable_tier_imports=2	30	2	plan_source_extraction	NumStability.Source.Higham.Chapter11	CH11_BLOCKED_ON_CH09_INTEGRATION	Numbered Higham Chapter 11 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 30 of 30 public declarations carry a numbered locator or source process word (for example higham11_2_bunchKaufmanPivotPathTwo). Proposed canonical destination NumStability.Source.Higham.Chapter11 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
